"Results of the inspection on radioactive materials in fisheries products (press releases in March,2011_September,  2011)",,,,,,,,,,,,,,,,,
"Note: This data sheet is a compilation of individual  test results shown in the corresponding press releases, (in Japanese) by prefectural governments, available  at the website each prefecture or  _",,,,,,,,,,,,,,,,,
http://www.jfa.maff.go.jp/j/kakou/kensa/index.html,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
6710,Ibaraki,"24 February,2012",Ibaraki,"Offshore
Kamisu City","13 February,2012",_____,"Greeneyes
(Chlorophthalmus borealis)",11,,Not detectable,,Private inspection facility,11,ND,s,f,
7031,Ibaraki,"2 March,2012",Ibaraki,"Offshore
Hitachi City","28 February,2012",_____,"Greeneyes
(Chlorophthalmus borealis)",,23,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",23,ND,s,f,
7284,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Hitachinaka City","28 February,2012",_____,"Greeneyes
(Chlorophthalmus borealis)",,12,Not detectable,,"Japan Frozen Foods Inspection
Corporation",12,ND,s,f,
7892,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Hitachi City","19 March,2012",_____,"Greeneyes
(Chlorophthalmus borealis)",17,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",17,ND,s,f,
8010,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Hitachi City","20 March,2012",_____,"Greeneyes
(Chlorophthalmus borealis)",12,,Not detectable,,Private inspection facility,12,ND,s,f,
8071,Fukushima,"28 March,2012",Fukushima,Iwaki City,"22 March,2012",_____,"Greeneyes
(Chlorophthalmus borealis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
152,Ibaraki,"23 April, 2011",Ibaraki,"Offshore between Oarai Town and
Kashima City","21 - 22 April,2011",____,"Gurnard
(Chelidonichthys spinosus)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
232,Ibaraki,"8 May, 2011",Ibaraki,"Offshore
Kashima City","6 May, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,6,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",6,ND,s,f,
707,Fukushima,"23 June, 2011",Fukushima,Iwaki City,"20 June, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,166,Not detectable,,Japan Chemical Analysis  Center,166,ND,s,f,
989,Fukushima,"13 July, 2011",Fukushima,Iwaki City,"11 July, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,340,Not detectable,,"Fukushima Agricultural Technology
Centre",340,ND,s,f,
1159,Fukushima,"27 July, 2011",Fukushima,Iwaki City,"25 July, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,87,Not detectable,,"Fukushima Agricultural Technology
Centre",87,ND,s,f,
1367,Fukushima,"10 August, 2011",Fukushima,Iwaki City,"8 August, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,106,Not detectable,,"Fukushima Agricultural Technology
Centre",106,ND,s,f,
1390,Fukushima,"10 August, 2011",Fukushima,Mimami-soma City,"8 August, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,116,Not detectable,,"Fukushima Agricultural Technology
Centre",116,ND,s,f,
1469,Fukushima,"16 August, 2011",Fukushima,Iwaki City,"11 August, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,230,Not detectable,,"Fukushima Agricultural Technology
Centre",230,ND,s,f,
1489,Kanagawa,"17 August, 2011",Kanagawa,Yokohama City (Shiba Fishing Port),"11 August, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,5.9,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",5.9,ND,s,f,
1654,Fukushima,"31 August, 2011",Fukushima,Iwaki City,"29 August, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,38,Not detectable,,"Fukushima Agricultural Technology
Centre",38,ND,s,f,
1655,Fukushima,"31 August, 2011",Fukushima,Iwaki City,"29 August, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,79,Not detectable,,"Fukushima Agricultural Technology
Centre",79,ND,s,f,
1675,Fukushima,"31 August, 2011",Fukushima,Minami-soma City,"29 August, 2011",____,"Gurnard
(Chelidonichthys spinosus)",,440,Not detectable,,"Fukushima Agricultural Technology
Centre",440,ND,s,f,
1777,Fukushima,"7 September,2011",Fukushima,Soma City,"5 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,75,Not detectable,,"Fukushima Agricultural Technology
Centre",75,ND,s,f,
1879,Ibaraki,"13 September,2011",Ibaraki,"Offshore Hitachi-naka City and
Oarai Town","9 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,37,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",37,ND,s,f,
1880,Ibaraki,"13 September,2011",Ibaraki,"Offshore
Hokota city","6 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,20,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",20,ND,s,f,
1928,Fukushima,"14 September,2011",Fukusima,Iwaki City,"8 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,54,Not detectable,,"Fukushima Agricultural Technology
Centre",54,ND,s,f,
1971,Fukushima,"14 September,2011",Fukusima,Soma City,"10 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,87,Not detectable,,"Fukushima Agricultural Technology
Centre",87,ND,s,f,
1972,Fukushima,"14 September,2011",Fukusima,Minami-soma City,"10 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,77,Not detectable,,"Fukushima Agricultural Technology
Centre",77,ND,s,f,
2042,Ibaraki,"16 September,2011",Ibaraki,"Offshore
Kita-ibaraki City","14 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,134,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",134,ND,s,f,
2090,Fukushima,"21 September,2011",Fukusima,Iwaki City,"15 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,380,Not detectable,,"Fukushima Agricultural Technology
Centre",380,ND,s,f,
2091,Fukushima,"21 September,2011",Fukusima,Iwaki City,"15 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,123,Not detectable,,"Fukushima Agricultural Technology
Centre",123,ND,s,f,
2133,Fukushima,"21 September,2011",Fukusima,Soma City,"15 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",143,,Not detectable,,"Fukushima Agricultural Technology
Centre",143,ND,s,f,
2134,Fukushima,"21 September,2011",Fukusima,Soma City,"15 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",142,,Not detectable,,"Fukushima Agricultural Technology
Centre",142,ND,s,f,
2223,Yokohama City,"27 September,2011",Yokohama City,"Offshore
Yokohama City","21 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,3.9,Not detectable,,"Yokohama City Institute of Public
Health",3.9,ND,s,f,
2249,Fukushima,"28 September,2011",Fukusima,Iwaki City,"26 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,107,Not detectable,,"Fukushima Agricultural Technology
Centre",107,ND,s,f,
2289,Fukushima,"28 September,2011",Fukusima,Minami-soma City,"24 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,137,Not detectable,,"Fukushima Agricultural Technology
Centre",137,ND,s,f,
2290,Fukushima,"28 September,2011",Fukusima,Minami-soma City,"24 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,78,Not detectable,,"Fukushima Agricultural Technology
Centre",78,ND,s,f,
2291,Fukushima,"28 September,2011",Fukusima,Soma City,"26 September,2011",____,"Gurnard
(Chelidonichthys spinosus)",,120,Not detectable,,"Fukushima Agricultural Technology
Centre",120,ND,s,f,
2462,Fukushima,"5 October,2011",Fukushima,Iwaki City,"3 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,52,Not detectable,,"Fukushima Agricultural Technology
Centre",52,ND,s,f,
2494,Fukushima,"5 October,2011",Fukushima,Minami-soma City,"1 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,161,Not detectable,,"Fukushima Agricultural Technology
Centre",161,ND,s,f,
2523,Ibaraki,"5 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","4 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,129,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",129,ND,s,f,
2645,Fukushima,"12 October,2011",Fukushima,Iwaki City,"7 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,58,Not detectable,,"Fukushima Agricultural Technology
Centre",58,ND,s,f,
2684,Fukushima,"12 October,2011",Fukushima,Minami-soma City,"6 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,28,Not detectable,,"Fukushima Agricultural Technology
Centre",28,ND,s,f,
2685,Fukushima,"12 October,2011",Fukushima,Minami-soma City,"6 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,72,Not detectable,,"Fukushima Agricultural Technology
Centre",72,ND,s,f,
2798,Ibaraki,"14 October,2011",Ibaraki,"Offshore
Oarai Town","8 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",26,,Not detectable,,Japan Chemical Analysis Center,26,ND,s,f,
2820,Chiba,"17 October,2011",Chiba,"Choshi
Fishing Port","11-12 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,13.4,Not detectable,,"Japan Frozen Foods Inspection
Corporation",13.4,ND,s,f,
2920,Fukushima,"19 October,2011",Fukushima,Minami-soma City,"14 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,58,Not detectable,,"Fukushima Agricultural Technology
Centre",58,ND,s,f,
2921,Fukushima,"19 October,2011",Fukushima,Hirono Town,"17 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,82,Not detectable,,"Fukushima Agricultural Technology
Centre",82,ND,s,f,
2985,Ibaraki,"17 October,2011",Ibaraki,"Offshore
Kashima City","12 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,19,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",19,ND,s,f,
3165,Fukushima,"26 October,2011",Fukushima,Soma City,"20 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,52,Not detectable,,"Fukushima Agricultural Technology
Centre",52,ND,s,f,
3166,Fukushima,"26 October,2011",Fukushima,Minami-soma City,"20 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,99,Not detectable,,"Fukushima Agricultural Technology
Centre",99,ND,s,f,
3167,Fukushima,"26 October,2011",Fukushima,Minami-soma City,"24 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,56,Not detectable,,"Fukushima Agricultural Technology
Centre",56,ND,s,f,
3296,Ibaraki,"29 October,2011",Ibaraki,"Offshore
Oarai Town","23 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",20,,Not detectable,,Japan Chemical Analysis Center,20,ND,s,f,
3381,Fukushima,"2 November ,2011",Fukushima,Iwaki City,"31 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,46,Not detectable,,"Fukushima Agricultural Technology
Centre",46,ND,s,f,
3423,Fukushima,"2 November ,2011",Fukushima,Minami-soma City,"29 October,2011",____,"Gurnard
(Chelidonichthys spinosus)",,58,Not detectable,,"Fukushima Agricultural Technology
Centre",58,ND,s,f,
3495,Ibaraki,"4 November ,2011",Ibaraki,"Offshore
Kita-ibaraki City","1 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,22,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",22,ND,s,f,
3496,Ibaraki,"4 November ,2011",Ibaraki,"Offshore
Hitachi City","1 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,27,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",27,ND,s,f,
3582,Fukushima,"9 November ,2011",Fukushima,Iwaki City,"6 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,150,Not detectable,,"Fukushima Agricultural Technology
Centre",150,ND,s,f,
3631,Fukushima,"9 November ,2011",Fukushima,Soma City,"5 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,49,Not detectable,,"Fukushima Agricultural Technology
Centre",49,ND,s,f,
3632,Fukushima,"9 November ,2011",Fukushima,Hirono Town,"7 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,33.8,Not detectable,,"Fukushima Agricultural Technology
Centre",33.8,ND,s,f,
3802,Yokohama City,"11 November ,2011",Yokohama City,"Offshore
Yokohama City","9 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,6.4,Not detectable,,"Yokohama City Institute of Public
Health",6.4,ND,s,f,
3914,Fukushima,"16 November ,2011",Fukushima,Soma City,"10 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,72,Not detectable,,"Fukushima Agricultural Technology
Centre",72,ND,s,f,
3915,Fukushima,"16 November ,2011",Fukushima,Soma City,"11 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,99,Not detectable,,"Fukushima Agricultural Technology
Centre",99,ND,s,f,
3916,Fukushima,"16 November ,2011",Fukushima,Hirono Town,"14 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,103,Not detectable,,"Fukushima Agricultural Technology
Centre",103,ND,s,f,
4082,Chiba,"21 November ,2011",Chiba,"Choshi
Fishing Port","16 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,17.3,Not detectable,,Japan Chemical Analysis Center,17.3,ND,s,f,
4109,Fukushima,"24 November ,2011",Fukushima,Iwaki City,"21 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,62,Not detectable,,"Fukushima Agricultural Technology
Centre",62,ND,s,f,
4165,Fukushima,"24 November ,2011",Fukushima,Minami-soma City,"18 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,28,Not detectable,,"Fukushima Agricultural Technology
Centre",28,ND,s,f,
4166,Fukushima,"24 November ,2011",Fukushima,Minami-soma City,"18 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,67,Not detectable,,"Fukushima Agricultural Technology
Centre",67,ND,s,f,
4319,Ibaraki,"28 November ,2011",Ibaraki,"Offshore
Hokota City","17 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",21,,Not detectable,,Japan Chemical Analysis Center,21,ND,s,f,
4454,Ibaraki,"2 December,2011",Ibaraki,"Offshore
Hitachinaka City","28 November ,2011",____,"Gurnard
(Chelidonichthys spinosus)",,22,Not detectable,,Private inspection facility,22,ND,s,f,
4624,Ibaraki,"9 December,2011",Ibaraki,"Offshore
Hokota City","5 December,2011",____,"Gurnard
(Chelidonichthys spinosus)",20,,Not detectable,,Private inspection facility,20,ND,s,f,
4810,Chiba,"16 December,2011",Chiba,"Choshi
Fishing Port","12 December,2011",____,"Gurnard
(Chelidonichthys spinosus)",,12.7,Not detectable,,Private inspection facility,12.7,ND,s,f,
5258,Chiba,"13 January,2012",Chiba,"Choshi
Fishing Port","10 December,2011",____,"Gurnard
(Chelidonichthys spinosus)",28,,Not detectable,,Japan Chemical Analysis Center,28,ND,s,f,
5504,Ibaraki,"23 January,2012",Ibaraki,"Offshore
Hitachinaka City","13 January,2012",____,"Gurnard
(Chelidonichthys spinosus)",16,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",16,ND,s,f,
5698,Chiba,"30 January,2012",Chiba,"Kamogawa
Fishing Port","25 January,2012",____,"Gurnard
(Chelidonichthys spinosus)",,8.4,Not detectable,,Private inspection facility,8.4,ND,s,f,
5724,Ibaraki,"31 January,2012",Ibaraki,"Offshore
Hitachi City","26 January,2012",____,"Gurnard
(Chelidonichthys spinosus)",49,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",49,ND,s,f,
5725,Ibaraki,"31 January,2012",Ibaraki,"Offshore
Hitachinaka City","24 January,2012",____,"Gurnard
(Chelidonichthys spinosus)",21,,Not detectable,,Japan Chemical Analysis Center,21,ND,s,f,
5939,Ibaraki,"3 February,2012",Ibaraki,"Offshore
Hitachi City","27 January,2012",____,"Gurnard
(Chelidonichthys spinosus)",,154,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",154,ND,s,f,
6163,Ibaraki,"9 February,2012",Ibaraki,"Offshore
Hitachinaka City","31 January,2012",____,"Gurnard
(Chelidonichthys spinosus)",48,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",48,ND,s,f,
6164,Ibaraki,"9 February,2012",Ibaraki,"Offshore
Kashima City","4 February,2012",____,"Gurnard
(Chelidonichthys spinosus)",9,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",9,ND,s,f,
6249,Ibaraki,"14 February,2012",Ibaraki,"Offshore
Oarai Town","9 February,2012",____,"Gurnard
(Chelidonichthys spinosus)",,32,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",32,ND,s,f,
6250,Ibaraki,"14 February,2012",Ibaraki,"Offshore
Kashima City","9 February,2012",____,"Gurnard
(Chelidonichthys spinosus)",,9,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",9,ND,s,f,
6321,Fukushima,"15 February,2012",Fukushima,Iwaki City,"13 February,2012",____,"Gurnard
(Chelidonichthys spinosus)",,37,Not detectable,,"Fukushima Agricultural Technology
Centre",37,ND,s,f,
7532,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Hokota City","6 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",,13,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",13,ND,s,f,
7635,Ibaraki,"17 March,2012",Ibaraki,"Offshore
Hitachi City","12 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",59,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",59,ND,s,f,
7636,Ibaraki,"17 March,2012",Ibaraki,"Offshore
Kamisu City","12 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",14,,Not detectable,,Private inspection facility,14,ND,s,f,
7745,Fukushima,"21 March,2012",Fukushima,Hirono Town,"15 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
7927,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Oarai Town","14 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",7,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",7,ND,s,f,
7928,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Hokota City","14 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",27,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",27,ND,s,f,
7973,Chiba,"26 March,2012",Chiba,"Choshi
Fishing Port","26 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",4.5,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",4.5,ND,s,f,
8046,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Oarai Town","21 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",10,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",10,ND,s,f,
8047,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Kamisu City","20 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",60,,Not detectable,,Japan Chemical Analysis Center,60,ND,s,f,
8411,Ibaraki,"30 March,2012",Ibaraki,"Offshore
Kamisu City","27 March,2012",____,"Gurnard
(Chelidonichthys spinosus)",,32,Not detectable,,Japan Chemical Analysis Center,32,ND,s,f,
4482,Chiba,"2 December,2011",Chiba,"Shore of
Kamogawa City","29 November ,2011",____,"Habanori seaweed
(Petalonia  binghamiae)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,f,
5310,Chiba,"16 January,2012",Chiba,"Shore of
Katsuura City","11 January,2012",____,"Habanori seaweed
(Petalonia  binghamiae)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
134,Chiba,"21 April, 2011",Chiba,Takeoka,"18 April, 2011",____,"Hairtail
_ Trichiurus lepturus _",,1.9,Not detectable,,Japan Inspection Association of Food and Food Industry Environment,1.9,ND,s,f,
3236,Yokohama City,"27 October,2011",Kanagawa,"Offshore
Yokohama City","26 October,2011",____,"Hairtail
(Trichiurus  lepturus)",,18.9,Not detectable,,"Yokohama City Institute of Public
Health",18.9,ND,s,f,
5546,Fukushima,"25 January,2012",Fukushima,Soma City,"18 January,2012",____,"Hairtail
(Trichiurus  lepturus)",,71,Not detectable,,"Fukushima Agricultural Technology
Centre",71,ND,s,f,
1488,Kanagawa,"17 August, 2011",Kanagawa,Yokohama City (Shiba Fishing Port),"11 August, 2011",____,"Hairtail
(Trichiurus lepturus)",,8.5,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",8.5,ND,s,f,
1900,Yokohama City,"9 September,2011",Yokohama City,"Offshore
Yokohama City","5 September,2011",____,"Hairtail
(Trichiurus lepturus)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,f,
22,Ibaraki,"2,April, 2011",Ibaraki,"Offshore
Kashima city","1,April, 2011",___,"Halfbeak
(Hemiramphus sajori)",11,,7.2,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",11,7.2,s,f,
3709,Miyagi,"9 November ,2011",Miyagi,"Offshore
Oga","3 November ,2011",___,"Halfbeak
(Hemiramphus sajori)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,f,
4757,Ibaraki,"15 December,2011",Ibaraki,"Offshore
Kita-ibaraki City","13 December,2011",___,"Halfbeak
(Hemiramphus sajori)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
