"Results of the inspection on radioactive materials in fisheries products (press releases in March,2011_September,  2011)",,,,,,,,,,,,,,,,,
"Note: This data sheet is a compilation of individual  test results shown in the corresponding press releases, (in Japanese) by prefectural governments, available  at the website each prefecture or  _",,,,,,,,,,,,,,,,,
http://www.jfa.maff.go.jp/j/kakou/kensa/index.html,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Press release,,Origin,,,Sampling date,Item,,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,,,
7788,Fukushima,"21 March,2012",Fukushima,,Tenei Village,"14 March,2012",_______,,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",,,
7789,Fukushima,"21 March,2012",Fukushima,,Soma City,"15 March,2012",_________,,"Green laver (farmed)
(Monostroma nitidum)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",,,
7790,Niigata,"21 March,2012",Niigata,,Niigata Port,"18 March,2012",____,,"Japanese sandfish
(Arctoscopus japonicus)",Not detectable,,Not detectable,,"Environmental Science Research
Niigata",,,
7791,Niigata,"21 March,2012",Niigata,,Niigata Port,"18 March,2012",_________,,Japanese sandfish (Arctoscopus japonicus) (Visceral part),Not detectable,,Not detectable,,"Environmental Science Research
Niigata",,,
7792,Yokohama City,"21 March,2012",Kanagawa,,"Offshore
Yokohama City","18 March,2012",___,,"Largescale blackfish
(Girella punctata)",,3.3,Not detectable,,"Yokohama City Institute of Public
Health",,,
7793,Yokohama City,"21 March,2012",Kanagawa,,"Offshore
Yokohama City","18 March,2012",____,,"Japanese scad
(Decapterus  maruadsi)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",,,
7794,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"19 March,2012",(Landing port) Choshi Fishing Port in Chiba,,"30Km Offshore Hitachi and Kashima
(N35°48’E141°02)","14 March,2012",____,,"Japanese sardine
(Sardinops  melanostictus)",,3.5,Not detectable,,Japan Chemical Analysis Center,,,
7795,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"19 March,2012",(Landing port) Choshi Fishing Port in Chiba,,"30Km Offshore Hitachi and Kashima
(N35°51’E141°11)","15 March,2012",___,,"Chub mackerel
(Scomber  japonicus)",6.9,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7796,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"19 March,2012",(Landing port) Choshi Fishing Port in Chiba,,"30Km Offshore Hitachi and Kashima
(N35°51’E141°11)","15 March,2012",____,,"Japanese sardine
(Sardinops  melanostictus)",4,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7797,Hokkaido,"21 March,2012",Hokkaido,,"Offshore
Nemuro City","12 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Private inspection facility,,,
7798,Hokkaido,"21 March,2012",Hokkaido,,"Offshore
Betsukai Town","12 March,2012",___,,"Saffron cod
(Eleginus  gracilis)",Not detectable,,Not detectable,,Private inspection facility,,,
7799,Hokkaido,"21 March,2012",Hokkaido,,"Abashiri Lake
(inland waters)","11 March,2012",________,,"Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,Private inspection facility,,,
7800,Hokkaido,"21 March,2012",Hokkaido,,"Offshore
Kushiro City","9 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7801,Hokkaido,"21 March,2012",Hokkaido,,"Offshore
Kushiro City","9 March,2012",______,,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7802,Hokkaido,"21 March,2012",Hokkaido,,"Offshore
Kushiro City","9 March,2012",______,,"Kamchatla flounder
(Atheresthes  evermanni)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7803,Aomori,"21 March,2012",Aomori,,"Offshore Odanosawa, Higashi-dori Village","14 March,2012",_____,,"Slime flounder
(Microstomus achne)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7804,Aomori,"21 March,2012",Aomori,,"Offshore Odanosawa, Higashi-dori Village","14 March,2012",_____,,"Cherry salmon
(Oncorhynchus masou)",Not detectable,,Not detectable,,Private inspection facility,,,
7805,Aomori,"21 March,2012",Aomori,,"Offshore Ushitaki, Sai Village","14 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Private inspection facility,,,
7806,Aomori,"21 March,2012",Aomori,,"Offshore Ushitaki, Sai Village","14 March,2012",_______,,Pacific cod (Gadus macrocephalus) (Liver part),Not detectable,,Not detectable,,Private inspection facility,,,
7807,Gunma,"21 March,2012",Gunma,,"Tsumagoi Village
(Osawagawa
River)","12 March,2012",_______,,Whitespotted char(wild) (Salvelinus  leucomaenis),85,,Not detectable,,Japan Chemical Analysis Center,,,
7808,Gunma,"21 March,2012",Gunma,,"Midori City (Konakagawa River)
(inland waters)","11 March,2012",_______,,"Land-locked salmon(wild)
(Oncorhynchus masou)",490,,Not detectable,,Private inspection facility,,,
7809,Gunma,"21 March,2012",Gunma,,Maebashi City (Osarugawa River) (inland waters),"8 March,2012",_______,,"Land-locked salmon(wild)
(Oncorhynchus masou)",98,,Not detectable,,Private inspection facility,,,
7810,Gunma,"21 March,2012",Gunma,,"Maebashi City (Yoshimizawagaw a River)
(inland waters)","14 March,2012",_______,,"Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Private inspection facility,,,
7811,Gunma,"21 March,2012",Gunma,,"Shibukawa City (Agatsumagawa River)
(inland waters)","7 March,2012",_______,,"Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Private inspection facility,,,
7812,Gunma,"21 March,2012",Gunma,,"Takasaki City
(Karasugawa
River)","15 March,2012",_______,,"Land-locked salmon(wild)
(Oncorhynchus masou)",9.9,,Not detectable,,Private inspection facility,,,
7813,Gunma,"21 March,2012",Gunma,,"Takasaki City
(Aimakawagawa","15 March,2012",_______,,"Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Private inspection facility,,,
7814,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",_____,,"Flathead flounder
(Hippoglossoides dubius)",2.09,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7815,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",______,,"Longnose eel
(Synaphobranchus kaupii)",0.42,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7816,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",_____,,"Roughscale sole
(Clidoderma asperrimum)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7817,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",______,,"Threadfin hakeling
(Laemonema longipes)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7818,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",_____,,"Roughscale sole
(Clidoderma asperrimum)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7819,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",______,,"Kamchatla flounder
(Atheresthes  evermanni)",4.9,,Not detectable,,Japan Chemical Analysis Center,,,
7820,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",___,,"Thornhead
(Sebastolobus macrochir)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7821,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",_____,,"Slime flounder
(Microstomus achne)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7822,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",_____,,"Monkfish
(Lophius litulon)",1.2,,Not detectable,,Japan Chemical Analysis Center,,,
7823,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",_________,,Monkfish (Lophius litulon) (Liver part),Not detectable,,Not detectable,,Private inspection facility,,,
7824,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",_____,,"Chestnut octopus
(Octopus conispadiceus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7825,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",___,,"Olive flounder
(Paralichthys olivaceus)",3.6,,Not detectable,,Japan Chemical Analysis Center,,,
7826,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",____,,"Fat greenling
(Hexagrammos otakii)",,5.6,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7827,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",,3.4,Not detectable,,Japan Chemical Analysis Center,,,
7828,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",_____,,"Marbled flounder
(Pleuronectes yokohamae)",,4.4,Not detectable,,Japan Chemical Analysis Center,,,
7829,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",______,,"Helmet crab
(Telmessus  cheiragonus)",Not detectable,,Not detectable,,Private inspection facility,,,
7830,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",___,,"Olive flounder
(Paralichthys olivaceus)",,27,Not detectable,,Japan Chemical Analysis Center,,,
7831,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",________,,"Brown hakeling
(Physiculus  maximowiczi)",,2.37,Not detectable,,Japan Chemical Analysis Center,,,
7832,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",___,,"Thornhead
(Sebastolobus macrochir)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7833,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",,29,Not detectable,,Japan Chemical Analysis Center,,,
7834,Miyagi,"21 March,2012",Miyagi,,"Offshore
Miyagi","14 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",,25,Not detectable,,Japan Chemical Analysis Center,,,
7835,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","20 February,2012",_____,,"Stone flounder
(Kareius bicoloratus)",,48,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7836,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","20 February,2012",_________,,Stone flounder (Kareius bicoloratus) (ovary),,32,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7837,Miyagi,"21 March,2012",Miyagi,,"Offshore
Shobu-tahama","28 February,2012",________,,"Ishikawa icefish
(Salangichthys ishikawae)",,3.3,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7838,Miyagi,"21 March,2012",Miyagi,,"Offshore
Shobu-tahama","28 February,2012",________,,"Ishikawa icefish
(Salangichthys ishikawae)",,3.7,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7839,Miyagi,"21 March,2012",Miyagi,,"Offshore
Shobu-tahama","28 February,2012",________,,"Ishikawa icefish
(Salangichthys ishikawae)",,4.5,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7840,Miyagi,"21 March,2012",Miyagi,,"Offshore
Shobu-tahama","28 February,2012",___,,"Seabass
(Lateolabrax japonicus)",,360,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7841,Miyagi,"21 March,2012",Miyagi,,"Offshore
Shobu-tahama","28 February,2012",___,,"Seabass
(Lateolabrax japonicus)",,44,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7842,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","5 March,2012",___,,"Seabass
(Lateolabrax japonicus)",,42,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7843,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","5 March,2012",_____,,"Starry flounder
(Platichthys  stellatus)",,25.2,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7844,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","5 March,2012",_____,,"Marbled flounder
(Pleuronectes yokohamae)",,15.8,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7845,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","5 March,2012",_______,,Pacific cod (Gadus macrocephalus) (Liver part),,13.8,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7846,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","5 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",,45,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7847,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","6 March,2012",_______,,Pacific cod (Gadus macrocephalus) (Visceral part),,21.6,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7848,Miyagi,"21 March,2012",Miyagi,,"Offshore
Natori-yuriage","15 March,2012",____,,"Japanese sandlance
(Ammodytes  personatus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7849,Miyagi,"21 March,2012",Miyagi,,"Offshore
Watari-arahama","15 March,2012",____,,"Japanese sandlance
(Ammodytes  personatus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7850,Miyagi,"21 March,2012",Miyagi,,Offshore Yamamoto- isohama,"15 March,2012",____,,"Japanese sandlance
(Ammodytes  personatus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7851,Miyagi,"21 March,2012",Miyagi,,Offshore Yamamoto- isohama,"15 March,2012",____,,"Japanese sandlance
(Ammodytes  personatus)",,9.3,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",,,
7852,Miyagi,"21 March,2012",Miyagi,,"Offshore
Pacific Ocean","13 March,2012",_____,,"Salmon shark
(Lamna ditropis)",,40,Not detectable,,Japan Chemical Analysis Center,,,
7853,Miyagi,"21 March,2012",Miyagi,,"Offshore
Pacific Ocean","12 March,2012",______,,"Blue shark
(Prionace  glauca)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7854,Miyagi,"21 March,2012",Miyagi,,"Offshore
Pacific Ocean","12 March,2012",____,,"Swordfish
(Xiphias gladius)",,2.9,Not detectable,,Japan Chemical Analysis Center,,,
7855,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"21 March,2012",(Landing port) Choshi Fishing Port in Chiba,,"30Km Offshore Hitachi and Kashima
(N35°49’E141°17)","17 March,2012",____,,"Japanese sardine
(Sardinops  melanostictus)",,3.6,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7856,Federation of North Pacific District Purse Seine Fisheries Co-operative Associations of Japan,"21 March,2012",(Landing port) Choshi Fishing Port in Chiba,,"30Km Offshore Hitachi and Kashima
(N35°48’E141°16)","17 March,2012",___,,"Chub mackerel
(Scomber  japonicus)",,4.9,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7857,Iwate (National Federation of Medium Trawlers),"23 March,2012",Iwate,,"Offshore
Iwaizumi Town","19 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",,5.2,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7858,Iwate (National Federation of Medium Trawlers),"23 March,2012",Iwate,,"Offshore
Iwaizumi Town","19 March,2012",______,,"Alaska pollock
(Theragra  chalcogramma)",,1.54,Not detectable,,Private inspection facility,,,
7859,Iwate,"23 March,2012",Iwate,,"Offshore
Iwate","19 March,2012",_____,,"Slime flounder
(Microstomus achne)",Not detectable,,Not detectable,,Private inspection facility,,,
7860,Iwate,"23 March,2012",Iwate,,"Offshore
Iwate","19 March,2012",_____,,"Marbled flounder
(Pleuronectes yokohamae)",Not detectable,,Not detectable,,Private inspection facility,,,
7861,Iwate,"23 March,2012",Iwate,,"Offshore
Kamaishi City","19 March,2012",_____,,"Shotted halibut
(Eopsetta  grigorjewi  )",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7862,Iwate,"23 March,2012",Iwate,,"Offshore
Kuji City","19 March,2012",____,,"Sohachi flounder
(Cleisthenes  pinetorum)",,1.88,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7863,Iwate,"23 March,2012",Iwate,,"Offshore
Kamaishi City","19 March,2012",_____,,"Surfperch
(Ditrema jordani)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7864,Iwate,"23 March,2012",Iwate,,"Offshore
Kuji City","19 March,2012",_____,,"Common Skete
(Raja kenojei)",Not detectable,,Not detectable,,Private inspection facility,,,
7865,Iwate,"23 March,2012",Iwate,,"Offshore
Kamaishi City","19 March,2012",________,,"North Pacific krill
(Euphausia  pacifica)",Not detectable,,Not detectable,,Private inspection facility,,,
7866,Iwate,"23 March,2012",Iwate,,"Offshore
Ofunato City","19 March,2012",________,,"North Pacific krill
(Euphausia  pacifica)",Not detectable,,Not detectable,,Private inspection facility,,,
7867,Hokkaido,"23 March,2012",Hokkaido,,"Offshore
Muroran City","18 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",,2.73,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7868,Hokkaido,"23 March,2012",Hokkaido,,"Offshore
Muroran City","18 March,2012",______,,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7869,Hokkaido,"23 March,2012",Hokkaido,,"Offshore
Muroran City","18 March,2012",____,,"Blackfin flounder
(Glyptocephalus stelleri)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7870,Hokkaido,"23 March,2012",Hokkaido,,"Offshore
Urakawa Town","15 March,2012",___,,"Pacific cod
(Gadus macrocephalus)",,1.43,Not detectable,,"Japan Frozen Foods Inspection
Corporation",,,
7871,Miyagi,"23 March,2012",Miyagi,,"Offshore
Utatsu-tomarizaki","16 March,2012",________,,"North Pacific krill
(Euphausia  pacifica)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,,,
7872,Miyagi,"23 March,2012",Miyagi,,"Offshore
Karakuwa-osaki","16 March,2012",________,,"North Pacific krill
(Euphausia  pacifica)",,0.56,Not detectable,,Japan Chemical Analysis Center,,,
7873,Miyagi,"23 March,2012",Miyagi,,"Offshore
Shobu-tahama","16 March,2012",___,,"Seabass
(Lateolabrax japonicus)",,62,Not detectable,,Japan Chemical Analysis Center,,,
7874,Miyagi,"23 March,2012",Miyagi,,"Offshore
Shobu-tahama","16 March,2012",___,,"Seabass
(Lateolabrax japonicus)",,127,Not detectable,,Japan Chemical Analysis Center,,,
7875,Miyagi,"23 March,2012",Miyagi,,"Offshore
Watari-arahama","20 March,2012",___,,"Seabass
(Lateolabrax japonicus)",,130,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",,,
7876,Miyagi,"23 March,2012",Miyagi,,Marumori Town (Gofukuya River) (inland waters),"13 March,2012",_______,,"Land-locked salmon(wild)
(Oncorhynchus masou)",,48,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",,,
7877,Miyagi,"23 March,2012",Miyagi,,Zao Town (Sumigawa River) (inland waters),"19 March,2012",_______,,Whitespotted char(wild) (Salvelinus  leucomaenis),,56,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",,,
