,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,,,
3692,Ibaraki,"9 November ,2011",Ibaraki,"Offshore
Oarai Town","2 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,128,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",128,ND,demersal,s,f,2011,2 
3737,Hokkaido,"10 November ,2011",Hokkaido,"Offshore
Muroran City","1 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,4.2,Not detectable,,Private inspection facility,4.2,ND,demersal,s,f,2011,1 
3759,Ibaraki,"11 November ,2011",Ibaraki,"Offshore
Hitachi City","8 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,109,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",109,ND,demersal,s,f,2011,8 
3760,Ibaraki,"11 November ,2011",Ibaraki,"Offshore
Hitachinaka City","9 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,127,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",127,ND,demersal,s,f,2011,9 
3778,Iwate,"11 November ,2011",Iwate,"Offshore
Kuji City","6 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,8.8,Not detectable,,Japan Chemical Analysis Center,8.8,ND,demersal,s,f,2011,6 
3870,Fukushima,"16 November ,2011",Fukushima,Iwaki City,"12 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,68,Not detectable,,"Fukushima Agricultural Technology
Centre",68,ND,demersal,s,f,2011,12
3969,Hokkaido,"16 November ,2011",Hokkaido,"Offshore
Kushiro City","8 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,2.5,Not detectable,,"Japan Frozen Foods Inspection
Corporation",2.5,ND,demersal,s,f,2011,8 
3975,Hokkaido,"16 November ,2011",Hokkaido,"Offshore
Urakawa Town","10 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,2.7,Not detectable,,Private inspection facility,2.7,ND,demersal,s,f,2011,10
3980,Hokkaido,"16 November ,2011",Hokkaido,"Offshore
Muroran City","8 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,30,Not detectable,,Japan Chemical Analysis Center,30,ND,demersal,s,f,2011,8 
4027,Ibaraki,"18 November ,2011",Ibaraki,"Offshore
Tokai Village","15 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,65,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",65,ND,demersal,s,f,2011,15
4048,Iwate,"18 November ,2011",Iwate,Offshore Iwate,"13 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,48,Not detectable,,"Japan Frozen Foods Inspection
Corporation",48,ND,demersal,s,f,2011,13
4051,Aomori,"18 November ,2011",Aomori,"Offshore
Rokkasho Village","13 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,16.6,Not detectable,,Japan Chemical Analysis Center,16.6,ND,demersal,s,f,2011,13
4175,Fukushima,"24 November ,2011",Fukushima,Soma City,"18 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,12,Not detectable,,"Fukushima Agricultural Technology
Centre",12,ND,demersal,s,f,2011,18
4176,Fukushima,"24 November ,2011",Fukushima,Soma City,"18 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,37,Not detectable,,"Fukushima Agricultural Technology
Centre",37,ND,demersal,s,f,2011,18
4215,Ibaraki,"24 November ,2011",Ibaraki,"Offshore
Kita-ibaraki City","18 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,85,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",85,ND,demersal,s,f,2011,18
4228,Hokkaido,"24 November ,2011",Hokkaido,"Offshore
Kushiro City","17 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,0.83,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.83,ND,demersal,s,f,2011,17
4235,Miyagi,"24 November ,2011",Miyagi,"Offshore
Miyagi","15 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,66,Not detectable,,Japan Chemical Analysis Center,66,ND,demersal,s,f,2011,15
4268,Iwate,"25 November ,2011",Iwate,"Offshore
Kamaishi City","18 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,61.8,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,61.8,ND,demersal,s,f,2011,18
4294,Hokkaido,"28 November ,2011",Hokkaido,"Offshore
Muroran City","18 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,2.7,Not detectable,,"Japan Frozen Foods Inspection
Corporation",2.7,ND,demersal,s,f,2011,18
4328,Ibaraki,"28 November ,2011",Ibaraki,"Offshore
Hitachi City","23 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",104,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",104,ND,demersal,s,f,2011,23
4363,Fukushima,"30 November ,2011",Fukushima,Iwaki City,"27 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,300,Not detectable,,"Fukushima Agricultural Technology
Centre",300,ND,demersal,s,f,2011,27
4390,Fukushima,"30 November ,2011",Fukushima,Soma City,"26 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,66,Not detectable,,"Fukushima Agricultural Technology
Centre",66,ND,demersal,s,f,2011,26
4409,Hokkaido,"30 November ,2011",Hokkaido,"Offshore
Urakawa Town","23 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,5.9,Not detectable,,Japan Chemical Analysis Center,5.9,ND,demersal,s,f,2011,23
4458,Ibaraki,"2 December,2011",Ibaraki,"Offshore
Kita-ibaraki City","29 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,67,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",67,ND,demersal,s,f,2011,29
4474,Iwate,"2 December,2011",Iwate,"Offshore
Hirono Town","27 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,36,Not detectable,,Japan Chemical Analysis Center,36,ND,demersal,s,f,2011,27
4499,Hokkaido,"5 December,2011",Hokkaido,"Offshore
Muroran City","28 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,43,Not detectable,,Private inspection facility,43,ND,demersal,s,f,2011,28
4500,Hokkaido,"5 December,2011",Hokkaido,"Offshore
Nemuro City","28 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,0.46,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.46,ND,demersal,s,f,2011,28
4505,Hokkaido,"5 December,2011",Hokkaido,"Offshore
Kushiro City","27 November ,2011",___,"Pacific cod
(Gadus macrocephalus)",,4,Not detectable,,Japan Chemical Analysis Center,4,ND,demersal,s,f,2011,27
4565,Fukushima,"7 December,2011",Fukushima,Soma City,"2 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,100,Not detectable,,"Fukushima Agricultural Technology
Centre",100,ND,demersal,s,f,2011,2 
4666,Hokkaido,"13 December,2011",Hokkaido,"Offshore
Muroran City","6 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,53,Not detectable,,Japan Chemical Analysis Center,53,ND,demersal,s,f,2011,6 
4670,Hokkaido,"13 December,2011",Hokkaido,"Offshore
Nemuro City","5 December,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,demersal,s,f,2011,5 
4673,Hokkaido,"13 December,2011",Hokkaido,"Offshore
Kushiro City","2 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,1.1,Not detectable,,Private inspection facility,1.1,ND,demersal,s,f,2011,2 
4690,Fukushima,"14 December,2011",Fukushima,Iwaki City,"11 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,141,Not detectable,,"Fukushima Agricultural Technology
Centre",141,ND,demersal,s,f,2011,11
4691,Fukushima,"14 December,2011",Fukushima,Iwaki City,"12 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,96,Not detectable,,"Fukushima Agricultural Technology
Centre",96,ND,demersal,s,f,2011,12
4725,Fukushima,"14 December,2011",Fukushima,Namie Town,"10 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,35,Not detectable,,"Fukushima Agricultural Technology
Centre",35,ND,demersal,s,f,2011,10
4743,Hokkaido,"12 December,2011",Hokkaido,"Offshore
Urakawa Town","7 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,15.1,Not detectable,,Japan Chemical Analysis Center,15.1,ND,demersal,s,f,2011,7 
4825,Iwate,"16 December,2011",Iwate,"Offshore
Miyako City","11 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,11.4,Not detectable,,Japan Chemical Analysis Center,11.4,ND,demersal,s,f,2011,11
4840,Hokkaido,"21 December,2011",Hokkaido,"Offshore
Muroran City","12 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,1.71,Not detectable,,Private inspection facility,1.71,ND,demersal,s,f,2011,12
4841,Hokkaido,"21 December,2011",Hokkaido,"Offshore
Nemuro City","12 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,1.96,Not detectable,,Private inspection facility,1.96,ND,demersal,s,f,2011,12
4876,Ibaraki,"20 December,2011",Ibaraki,"Offshore
Kita-ibaraki City","15 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,112,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",112,ND,demersal,s,f,2011,15
4877,Ibaraki,"20 December,2011",Ibaraki,"Offshore
Kashima City","12 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,80,Not detectable,,Japan Chemical Analysis Center,80,ND,demersal,s,f,2011,12
4888,Fukushima,"21 December,2011",Fukushima,Iwaki City,"18 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,230,Not detectable,,"Fukushima Agricultural Technology
Centre",230,ND,demersal,s,f,2011,18
4926,Fukushima,"21 December,2011",Fukushima,Soma City,"15 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,107,Not detectable,,"Fukushima Agricultural Technology
Centre",107,ND,demersal,s,f,2011,15
4927,Fukushima,"21 December,2011",Fukushima,Tomioka Town,"15 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,55,Not detectable,,"Fukushima Agricultural Technology
Centre",55,ND,demersal,s,f,2011,15
4941,Hokkaido,"21 December,2011",Hokkaido,"Offshore
Urakawa Town","14 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,1.9,Not detectable,,Japan Chemical Analysis Center,1.9,ND,demersal,s,f,2011,14
4967,Aomori,"20 December,2011",Aomori,Offshore Higashi-dori Village,"14 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,26,Not detectable,,Japan Chemical Analysis Center,26,ND,demersal,s,f,2011,14
4984,Iwate,"22 December,2011",Iwate,"Offshore
Kamaishi City","13 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,51.8,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,51.8,ND,demersal,s,f,2011,13
4998,Iwate,"22 December,2011",Iwate,"Offshore
Kuji City","19 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,13.9,Not detectable,,Japan Chemical Analysis Center,13.9,ND,demersal,s,f,2011,19
5049,Ibaraki,"26 December,2011",Ibaraki,"Offshore
Kita-ibaraki City","21 December,2011",___,"Pacific cod
(Gadus macrocephalus)",115,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",115,ND,demersal,s,f,2011,21
5056,Hokkaido,"26 December,2011",Hokkaido,"Offshore
Nemuro City","19 December,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,demersal,s,f,2011,19
5058,Hokkaido,"26 December,2011",Hokkaido,"Offshore
Muroran City","18 December,2011",___,"Pacific cod
(Gadus macrocephalus)",2.04,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",2.04,ND,demersal,s,f,2011,18
5062,Hokkaido,"26 December,2011",Hokkaido,"Offshore
Kushiro City","14 December,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2011,14
5139,Fukushima,"28 December,2011",Fukushima,Okuma Town,"21 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,60,Not detectable,,"Fukushima Agricultural Technology
Centre",60,ND,demersal,s,f,2011,21
5174,Miyagi,"28 December,2011",Miyagi,"Offshore
Miyagi","18 December,2011",___,"Pacific cod
(Gadus macrocephalus)",65,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",65,ND,demersal,s,f,2011,18
5188,Hokkaido,"28 December,2011",Hokkaido,"Offshore
Kushiro City","20 December,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,demersal,s,f,2011,20
5216,Hokkaido,"6 January,2012",Hokkaido,"Offshore
Urakawa Town","29 December,2011",___,"Pacific cod
(Gadus macrocephalus)",2.06,,Not detectable,,Japan Chemical Analysis Center,2.06,ND,demersal,s,f,2011,29
5218,Hokkaido,"6 January,2012",Hokkaido,"Offshore
Muroran City","27 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,18.8,Not detectable,,Japan Chemical Analysis Center,18.8,ND,demersal,s,f,2011,27
5225,Hokkaido,"10 January,2012",Hokkaido,"Offshore
Kushiro City","21 December,2011",___,"Pacific cod
(Gadus macrocephalus)",,1.62,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.62,ND,demersal,s,f,2011,21
5252,Iwate,"13 January,2012",Iwate,"Offshore
Kuji City","10 December,2011",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,demersal,s,f,2011,10
5253,Iwate,"13 January,2012",Iwate,"Offshore
Hirono Town","8 December,2011",___,"Pacific cod
(Gadus macrocephalus)",45,,Not detectable,,Japan Chemical Analysis Center,45,ND,demersal,s,f,2011,8 
5280,Aomori,"13 January,2012",Aomori,"Offshore
Wakinosawa","9 January,2012",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2012,9 
5282,Aomori,"13 January,2012",Aomori,"Offshore
Hachinohe","9 January,2012",___,"Pacific cod
(Gadus macrocephalus)",25,,Not detectable,,Japan Chemical Analysis Center,25,ND,demersal,s,f,2012,9 
5287,Hokkaido,"15 January,2012",Hokkaido,"Offshore
Muroran City","8 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,70,Not detectable,,Japan Chemical Analysis Center,70,ND,demersal,s,f,2012,8 
5290,Hokkaido,"15 January,2012",Hokkaido,"Offshore
Urakawa Town","5 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,1.97,Not detectable,,Japan Chemical Analysis Center,1.97,ND,demersal,s,f,2012,5 
5297,Ibaraki,"16 January,2012",Ibaraki,"Offshore
Oarai Town","12 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,52,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",52,ND,demersal,s,f,2012,12
5298,Ibaraki,"16 January,2012",Ibaraki,"Offshore
Oarai Town","12 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,65,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",65,ND,demersal,s,f,2012,12
5336,Fukushima,"18 January,2012",Fukushima,Iwaki City,"15 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,51,Not detectable,,"Fukushima Agricultural Technology
Centre",51,ND,demersal,s,f,2012,15
5363,Fukushima,"18 January,2012",Fukushima,Soma City,"13 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,22,Not detectable,,"Fukushima Agricultural Technology
Centre",22,ND,demersal,s,f,2012,13
5364,Fukushima,"18 January,2012",Fukushima,Minami-soma City,"13 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,48,Not detectable,,"Fukushima Agricultural Technology
Centre",48,ND,demersal,s,f,2012,13
5402,Ibaraki,"18 January,2012",Ibaraki,"Offshore
Kashima City","16 January,2012",___,"Pacific cod
(Gadus macrocephalus)",102,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",102,ND,demersal,s,f,2012,16
5413,Hokkaido,"18 January,2012",Hokkaido,"Offshore
Nemuro City","10 January,2012",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,demersal,s,f,2012,10
5415,Hokkaido,"18 January,2012",Hokkaido,"Offshore
Kushiro City","8 January,2012",___,"Pacific cod
(Gadus macrocephalus)",2.49,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",2.49,ND,demersal,s,f,2012,8 
5418,Miyagi,"18 January,2012",Miyagi,"Offshore
Miyagi","10 January,2012",___,"Pacific cod
(Gadus macrocephalus)",44,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",44,ND,demersal,s,f,2012,10
5426,Miyagi,"18 January,2012",Miyagi,"Offshore
Miyagi","9 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,28,Not detectable,,Private inspection facility,28,ND,demersal,s,f,2012,9 
5439,Hokkaido,"19 January,2012",Hokkaido,"Offshore
Muroran City","13 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,4.3,Not detectable,,"Japan Frozen Foods Inspection
Corporation",4.3,ND,demersal,s,f,2012,13
5447,Aomori,"20 January,2012",Aomori,"Offshore
Rokkasho Village","16 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,5.8,Not detectable,,Private inspection facility,5.8,ND,demersal,s,f,2012,16
5459,Iwate,"20 January,2012",Iwate,"Offshore
Kuji City","17 January,2012",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2012,17
5460,Iwate,"20 January,2012",Iwate,"Offshore
Kamaishi City","15 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,5.5,Not detectable,,Japan Chemical Analysis Center,5.5,ND,demersal,s,f,2012,15
5461,Iwate,"20 January,2012",Iwate,"Offshore
Kamaishi City","16 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,19.8,Not detectable,,Japan Chemical Analysis Center,19.8,ND,demersal,s,f,2012,16
5462,Iwate,"20 January,2012",Iwate,"Offshore
Kuji City","16 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,28,Not detectable,,"Japan Frozen Foods Inspection
Corporation",28,ND,demersal,s,f,2012,16
5519,Hokkaido,"23 January,2012",Hokkaido,"Offshore
Kushiro City","13 January,2012",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2012,13
5522,Hokkaido,"24 January,2012",Hokkaido,"Offshore
Nemuro City","16 January,2012",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,demersal,s,f,2012,16
5563,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,7.3,Not detectable,,"Fukushima Agricultural Technology
Centre",7.3,ND,demersal,s,f,2012,18
5564,Fukushima,"25 January,2012",Fukushima,Soma City,"18 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,104,Not detectable,,"Fukushima Agricultural Technology
Centre",104,ND,demersal,s,f,2012,18
5609,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2012,18
5610,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2012,18
5611,Fukushima,"25 January,2012",Fukushima,Shinchi Town,"20 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,96,Not detectable,,"Fukushima Agricultural Technology
Centre",96,ND,demersal,s,f,2012,20
5637,Miyagi,"25 January,2012",Miyagi,"Offshore
Miyagi","17 January,2012",___,"Pacific cod
(Gadus macrocephalus)",140,,Not detectable,,Private inspection facility,140,ND,demersal,s,f,2012,17
5641,Miyagi,"25 January,2012",Miyagi,"Offshore
Miyagi","16 January,2012",___,"Pacific cod
(Gadus macrocephalus)",72,,Not detectable,,Japan Chemical Analysis Center,72,ND,demersal,s,f,2012,16
5652,Hokkaido,"26 January,2012",Hokkaido,"Offshore
Muroran City","20 January,2012",___,"Pacific cod
(Gadus macrocephalus)",0.42,,Not detectable,,Japan Chemical Analysis Center,0.42,ND,demersal,s,f,2012,20
5655,Hokkaido,"26 January,2012",Hokkaido,"Offshore
Urakawa Town","17 January,2012",___,"Pacific cod
(Gadus macrocephalus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2012,17
5669,Iwate,"27 January,2012",Iwate,"Offshore
Fudai Village","22 January,2012",___,"Pacific cod
(Gadus macrocephalus)",,11.4,Not detectable,,Private inspection facility,11.4,ND,demersal,s,f,2012,22
